points,Number
0.0,22
0.25,7
0.5,205
0.75,50
1.0,2524
1.25,5
1.5,353
1.75,1
2.0,2018
2.5,471
3.0,474
3.5,142
4.0,99
4.5,35
5.0,27
5.5,5
6.0,9
6.5,5
7.0,5
7.5,2
8.0,3
10.0,3
10.5,1
